Category;Title;Link
Promoção;Jogo Toalha 4 Peças Banho + Rosto Fio Penteado Maia Atlântica - Emcompre | R$ 80;https://www.pelando.com.br/ofertas/jogo-toalha-4-pecas-banho-rosto-fio-penteado-maia-atlantica-emcompre-r-80-527511
Promoção;Macaquinho Transpassado Listrado com Alças | R$30;https://www.pelando.com.br/ofertas/macaquinho-transpassado-listrado-com-alcas-r30-527619
Promoção;Shorts Curto com Cordão Verde;https://www.pelando.com.br/ofertas/shorts-curto-com-cordao-verde-527308
Promoção;Conjunto Potes Herméticos da Electrolux, 4 Peças | R$29;https://www.pelando.com.br/ofertas/conjunto-potes-hermeticos-da-electrolux-4-pecas-527387
Promoção;Notebook Acer Core i5-1035G1 4GB 256GB SSD Tela 15.6” | R$3099;https://www.pelando.com.br/ofertas/notebook-acer-core-i5-1035g1-4gb-256gb-ssd-tela-156-endless-os-aspire-3-a315-56-569f-527212
Promoção;Sensor de Abertura Positivo Casa Inteligente | R$49;https://www.pelando.com.br/ofertas/sensor-de-abertura-positivo-casa-inteligente-r-4900-525978
Promoção;[EPIC GAMES] Cave Story+;https://www.pelando.com.br/ofertas/epic-games-cave-story-527642
Promoção;[Cliente Ouro] Jogo de Potes de Vidro Hermético Electrolux - com Tampa Redondo A18848101 4 Peças | R$60;https://www.pelando.com.br/ofertas/cliente-ouro-jogo-de-potes-de-vidro-hermetico-electrolux-com-tampa-redondo-a18848101-4-pecas-527612
Promoção;R$10 OFF na primeira compra no Shoptime;https://www.pelando.com.br/cupons-de-descontos/r10-na-primeira-compra-no-shoptime-494449
Promoção;Corsair Vengeance LPX 16GB 2X8 3200Mhz;https://www.pelando.com.br/ofertas/corsair-vengeance-lpx-16gb-8x2-3200mhz-41900-933-frete-527547
Promoção;Frete Grátis nas compras acima de R$49 na Posthaus;https://www.pelando.com.br/cupons-de-descontos/frete-gratis-nas-compras-acima-de-r49-na-posthaus-527125
Promoção;Cadeira reclinável trançada preta - mor | R$ 230;https://www.pelando.com.br/ofertas/cadeira-reclinavel-trancada-preta-mor-r-230-526727
Promoção;Kit de Treino Fitness em Casa | R$ 111;https://www.pelando.com.br/ofertas/kit-de-treino-fitness-em-casa-r-111-526709
Promoção;Placa-Mãe Gigabyte B450M DS3H, AMD AM4, mATX, DDR4 | R$630;https://www.pelando.com.br/ofertas/placa-mae-gigabyte-b450m-ds3h-amd-am4-matx-ddr4-526701
Promoção;[PRIME] Kit 10 Pares de Meia Invisível Mash Masculino | R$40;https://www.pelando.com.br/ofertas/kit-10-pares-de-meia-invisivel-mash-masculino-527494
Promoção;Bolsa Puma Essential Grip - Preta e Dourada | R$ 112;https://www.pelando.com.br/ofertas/bolsa-puma-essential-grip-preta-e-dourada-r-112-526601
Promoção;Mochila Puma Phase - 22 Litros - Rosa | R$66;https://www.pelando.com.br/ofertas/mochila-puma-phase-22-litros-rosa-r66-527351
Promoção;Frigobar 45 Litros Midea Prata MRC06B - 220v | R$578;https://www.pelando.com.br/ofertas/frigobar-45-litros-midea-prata-mrc06b-220v-r578-527274
Promoção;"Monitor Gamer AOC Speed 23,8"" LED 1ms 75Hz FHD FreeSync DVI/HDMI/DP, 24G2HE5 | R$899";https://www.pelando.com.br/ofertas/monitor-gamer-aoc-speed-238-led-1ms-75hz-fhd-freesync-dvihdmidp-24g2he5-527489
Promoção;Até 45% de desconto HBO GO com Mercado Pago;https://www.pelando.com.br/ofertas/ate-45-de-desconto-hbo-go-com-mercado-pago-527438
Promoção;Laloa Paris by Night Via Paris Perfume Feminino - Eau de Toilette - 100ml | R$ 32;https://www.pelando.com.br/ofertas/laloa-paris-by-night-via-paris-perfume-feminino-eau-de-toilette-100ml-r-32-527230
Promoção;[ R$ 50,00 AME ] Caixa de Som Portátil NudeAudio modelo Move S Wired Cinza&Menta 2,5W;https://www.pelando.com.br/ofertas/r-5000-ame-caixa-de-som-portatil-nudeaudio-modelo-move-s-wired-cinzamenta-25w-527432
Promoção;[AME R$ 50] Caminha Pet Box Para Cachorros E Gatos - Médio Branco | R$59;https://www.pelando.com.br/ofertas/ame-r-50-cama-pet-box-r-59-527425
Promoção;Roteador TP-Link Archer C5W V4 Dual Band AC1200 USB e 4 portas Gigabit | Prime | R$299;https://www.pelando.com.br/ofertas/roteador-tp-link-archer-c5w-v4-dual-band-ac1200-usb-e-4-portas-gigabit-frete-gratis-prime-527422
Promoção;Máscara de Hidratação Novex Meus Cachos Tá Dominado Ondas e Cachos 500G | R$8;https://www.pelando.com.br/ofertas/mascara-de-hidratacao-novex-meus-cachos-ta-dominado-ondas-e-cachos-500g-527398
Promoção;Geladeira/Refrigerador Frost Free 2 Portas Branco 382 Litros (DF42) | R$ 1842;https://www.pelando.com.br/ofertas/geladeirarefrigerador-frost-free-2-portas-branco-382-litros-df42-r-1842-526704
Promoção;[R$2.992 Cliente Ouro] Smartphone Samsung Galaxy Note 10+ 256GB Prata 4G - 12GB RAM 6,8”;https://www.pelando.com.br/ofertas/r299194-cliente-ouro-smartphone-samsung-galaxy-note-10-256gb-prata-4g-12gb-ram-68-cam-quadrupla-cam-selfie-10mp-527413
Promoção;Leve 3 Tênis Kappa e Pague apenas 1;https://www.pelando.com.br/ofertas/leve-3-tenis-kappa-e-pague-apenas-1-527275
Promoção;Suporte Porta Copos para Braço de Sofá | R$13;https://www.pelando.com.br/ofertas/suporte-porta-copos-para-braco-de-sofa-527382
Promoção;Notebook Acer Aspire 3 A315-42g-r2lk Ryzen 7 12gb 512gb | R$3899;https://www.pelando.com.br/ofertas/notebook-acer-aspire-3-a315-42g-r2lk-ryzen-7-12gb-512gb-527392
Promoção;R$200 OFF em seleção de eletrodomésticos | Compra Certa;https://www.pelando.com.br/cupons-de-descontos/r200-off-em-selecao-de-eletrodomesticos-compra-certa-527020
Promoção;15% OFF em brinquedos selecionados na Americanas;https://www.pelando.com.br/cupons-de-descontos/15-off-em-brinquedos-selecionados-na-americanas-527348
Promoção;Roteador Tenda AC8 4 portas 10/100/1000 AC1200MBPS | R$229;https://www.pelando.com.br/ofertas/roteador-tenda-ac8-4-portas-101001000-ac1200mbps-527421
Promoção;Body Spray 212 Sexy Men Carolina Herrera Masculino 250ml | R$86;https://www.pelando.com.br/ofertas/body-spray-212-sexy-men-carolina-herrera-masculino-250ml-527405
Promoção;Refil Desodorante Hidratante Corporal Luna Intenso | R$ 18;https://www.pelando.com.br/ofertas/refil-desodorante-hidratante-corporal-luna-intenso-r-18-526728
Promoção;CPU Cooler Rise Mode Gamer G700, 180mm, Duas Torres LED Azul - RM-AC-O7-FB | R$120;https://www.pelando.com.br/ofertas/cooler-fan-rise-mode-gamer-g700-180mm-led-azul-rm-ac-o7-fb-526715
Promoção;Regata Fila Basic Sports Branca e Prata | R$ 35;https://www.pelando.com.br/ofertas/regata-fila-basic-sports-branca-e-prata-r-35-526721
Promoção;60% OFF no primeiro pedido | Máximo R$15;https://www.pelando.com.br/cupons-de-descontos/1-pedido-60-off-no-ze-delivery-527336
Promoção;Capacete Power Rangers Vermelho | R$ 342;https://www.pelando.com.br/ofertas/capacete-power-rangers-vermelho-r-342-527389
Promoção;Discord Nitro - 3 meses GRÁTIS com GAMEPASS ULTIMATE | App;https://www.pelando.com.br/ofertas/discord-nitro-3-meses-gratis-com-gamepass-ultimate-527388
Promoção;Memória XPG Spectrix D41, RGB, 8GB, 3000MHz, DDR4, CL16, Cinza - R$270;https://www.pelando.com.br/ofertas/memoria-xpg-spectrix-d41-rgb-8gb-3000mhz-ddr4-cl16-cinza-ax4u300038g16a-st41-527295
Promoção;R$100 OFF em Smartphones usando o Cartão Bitz em Lojas Vivo;https://www.pelando.com.br/ofertas/r100-off-em-smartphones-usando-o-cartao-bitz-em-lojas-vivo-527399
Promoção;Thief - PS4 | R$7;https://www.pelando.com.br/ofertas/thief-ps4-527402
Promoção;Mouse Gamer Redragon Cobra Chroma M711 RGB, 10000 DPI, 7 Botões Programáveis, Black | R$130;https://www.pelando.com.br/ofertas/mouse-gamer-redragon-cobra-chroma-m711-rgb-10000-dpi-7-botoes-programaveis-black-526497
Promoção;Teclado Mecanico MotoSpeed CK95, LED Blue, Switch Outemu Blue | R$149;https://www.pelando.com.br/ofertas/teclado-mecanico-motospeed-ck95-led-blue-switch-outemu-blue-fmstc0029azl-527360
Promoção;Microfone Condensador BlitzWolf® BW-CM2 | R$256;https://www.pelando.com.br/ofertas/microfone-condensador-blitzwolf-bw-cm2-527375
Promoção;Smartphone Samsung Galaxy M21s 64GB | R$1234;https://www.pelando.com.br/ofertas/smartphone-samsung-galaxy-m21s-527354
Promoção;[ Promoção Brastemp 2.962] - Geladeira Brastemp Frost Free Inverse 573L Branca - BRE80AB | R$ 3462;https://www.pelando.com.br/ofertas/cupom-hora-certa-brastemp-527064
Promoção;10% OFF em toda a linha de monitores da Samsung | Eletrum;https://www.pelando.com.br/cupons-de-descontos/10-off-em-toda-a-linha-de-monitores-da-samsung-eletrum-527135
Promoção;[Frete grátis NE e S] Geladeira Consul Frost Free Duplex 437 litros | R$2164;https://www.pelando.com.br/ofertas/frete-gratis-ne-e-s-geladeira-consul-frost-free-duplex-437-litros-cor-inox-527289
Promoção;Smartwatch Samsung Galaxy Watch 3 LTE (45mm) Preto | R$1.979;https://www.pelando.com.br/ofertas/galaxy-watch3-lte-45mm-preto-527063
Promoção;Protetor Auditivo Tipo Plug, De Silicone, Com Cordão Em Pvc, Vonder Vdo2496 Vonder | R$3;https://www.pelando.com.br/ofertas/protetor-auditivo-tipo-plug-de-silicone-com-cordao-em-pvc-vonder-vdo2496-vonder-527296
Promoção;Lady Million Lucky Paco Rabanne - Perfume feminino - Eau de Parfum 80 ml R$ 289;https://www.pelando.com.br/ofertas/lady-million-lucky-paco-rabanne-perfume-feminino-eau-de-parfum-80-ml-r-289-527244
Promoção;[AME R$ 558 ] Headphone Over-the-ear Versão Android Sennheiser. Na Cor Preta | R$ 930;https://www.pelando.com.br/ofertas/ame-r-558-headphone-over-the-ear-versao-android-sennheiser-na-cor-preta-r-930-527240
Promoção;Mini Processador Oggi+ B91201652 130W 1 Velocidade Mallory | R$ 71;https://www.pelando.com.br/ofertas/mini-processador-oggi-b91201652-130w-1-velocidade-mallory-r-71-527141
Promoção;Furadeira Parafusadeira Britânia Bpf03m + Maleta c/ 50 acessórios | R$186;https://www.pelando.com.br/ofertas/furadeira-parafusadeira-britania-bpf03m-maleta-c-50-acessorios-527305
Promoção;Sabão Líquido Concentrado Omo Lavagem Perfeita Refil 500ml | R$ 17,9;https://www.pelando.com.br/ofertas/sabao-liquido-concentrado-omo-lavagem-perfeita-refil-500ml-527150
Promoção;Cerveja Goose Island IPA - 355ml - 10 Unidades R$51,40 (R$ 5,14 unidade);https://www.pelando.com.br/ofertas/cerveja-goose-island-ipa-355ml-10-unidades-preco5140-r-514-unidade-527345
Promoção;Cooler FAN Deepcool RF120R, 120mm, LED Vermelho - R$27;https://www.pelando.com.br/ofertas/cooler-fan-deepcool-rf120r-120mm-led-vermelho-dp-fled-rf120-rd-527364
Promoção;Moletom Flanelado Canguru Preto Naruto | R$79;https://www.pelando.com.br/ofertas/moletom-flanelado-canguru-preto-naruto-r79-527247
Promoção;Bermuda de Sarja Masculina Rovitex Bege | R$45;https://www.pelando.com.br/ofertas/bermuda-de-sarja-masculina-rovitex-bege-r45-527158
Promoção;Suporte para Monitor de Mesa - ELG F80N | R$200;https://www.pelando.com.br/ofertas/suporte-para-monitor-de-mesa-elg-f80n-527309
Promoção;[Prime] Mondial AP-36 Turbo Cycle Aspirador de Pó, 127V, Vermelho/Preto R$ 135;https://www.pelando.com.br/ofertas/prime-mondial-ap-36-turbo-cycle-aspirador-de-po-127v-vermelhopreto-r-135-527197
Promoção;Bar Inflável Flutuante 24 Latas com Porta Copos Intex | R$ 70;https://www.pelando.com.br/ofertas/bar-inflavel-flutuante-24-latas-com-porta-copos-intex-r-70-527265
Promoção;Gel Fixador Bozzano Ação Prolongada Mega Forte Fixação 4 Bisnaga 150g | R$2;https://www.pelando.com.br/ofertas/gel-fixador-bozzano-acao-prolongada-mega-forte-fixacao-4-bisnaga-150g-524435
Promoção;PROCESSADOR INTEL CORE I3-10100F QUAD-CORE 3.6GHZ 6MB LGA1200 | R$650;https://www.pelando.com.br/ofertas/processador-intel-core-i3-10100f-527319
Promoção;[Prime] Absorvente Interno Intimus Super, 16 unidades | R$6;https://www.pelando.com.br/ofertas/prime-absorvente-interno-intimus-super-16-unidades-527307
Promoção;[PRIME] Capa Kindle Paperwhite à Prova D'água WB Auto Hibernação Silicone Flexível | R$76;https://www.pelando.com.br/ofertas/prime-capa-kindle-paperwhite-a-prova-dagua-wb-ultra-leve-auto-hibernacao-sensor-magnetico-silicone-flexivel-527220
Promoção;"[Parcelado] Notebook Lenovo Ideapad S145 R5 12GB 1TB W10 15.6"" Prata + Mochila Targus Geolite Essential (R$ 3.199,99)";https://www.pelando.com.br/ofertas/parcelado-notebook-lenovo-ideapad-s145-r5-12gb-1tb-w10-156-prata-mochila-targus-geolite-essential-r-319999-527140
Promoção;Little Nightmares - PS4 | R$ 20;https://www.pelando.com.br/ofertas/little-nightmares-ps4-r-20-527221
Promoção;Invictus Aqua Paco Rabanne - Perfume Masculino - Eau de Toilette 50 ml R$ 199;https://www.pelando.com.br/ofertas/invictus-aqua-paco-rabanne-perfume-masculino-eau-de-toilette-50-ml-r-199-527035
Promoção;[AME | R$ 1999 ] Smart TV LED 55'' Philco PTV55U21DSWNT Ultra HD 4K | R$ 2499;https://www.pelando.com.br/ofertas/ame-r-1999-smart-tv-led-55-philco-ptv55u21dswnt-ultra-hd-4k-r-2499-527231
Promoção;Kit Água Micelar Neutrogena Purified Skin + Gel De Limpeza Facial | R$38;https://www.pelando.com.br/ofertas/kit-agua-micelar-neutrogena-purified-skin-gel-de-limpeza-facial-r38-527218
Promoção;Cervejeira Consul Titanium - CZD12AT R$ 1526;https://www.pelando.com.br/ofertas/cervejeira-consul-titanium-czd12at-r-1526-527068
Promoção;Bermuda Nike Monster Mesh 5.0 Masculina | R$60;https://www.pelando.com.br/ofertas/shorts-nike-por-60-reais-frete-gratis-523204
Promoção;Kit Sabonete em Barra Palmolive Naturals Segredo Sedutor 85g 6 Unidades | R$ 5,12;https://www.pelando.com.br/ofertas/kit-sabonete-em-barra-palmolive-naturals-segredo-sedutor-85g-6-unidades-r-512-527146
Promoção;Xiaomi Redmi Note 9 Pro | R$1.111;https://www.pelando.com.br/ofertas/xiaomi-redmi-note-9-pro-525021
Promoção;Carregador Sem Fio Samsung Slim, USB Tipo C | R$83;https://www.pelando.com.br/ofertas/carregador-sem-fio-samsung-slim-usb-tipo-c-r83-527102
Promoção;[AME 348,83] Ssd Kingston A400 480gb - 500mb/s Para Leitura E 450mb/s Para Gravação | R$ 367;https://www.pelando.com.br/ofertas/ame-34883-ssd-kingston-a400-480gb-500mbs-para-leitura-e-450mbs-para-gravacao-527094
Promoção;Protetor Sundown 50 + 60 Fps | R$ 34;https://www.pelando.com.br/ofertas/protetor-sundown-50-60-fps-526993
Promoção;Mouse Gamer Crusader RGB 7200DPI Preto FORTREK G | R$66;https://www.pelando.com.br/ofertas/mouse-gamer-fortrek-rgb-7200dpi-527047
Promoção;Lençol King Avulso 100% Algodão Royal Estampado Deco Azul | R$50;https://www.pelando.com.br/ofertas/lencol-king-avulso-100-algodao-royal-estampado-deco-azul-r50-526784
Promoção;Enrolador de Mangueira - Tramontina | R$69;https://www.pelando.com.br/ofertas/enrolador-de-mangueira-tramontina-r69-526724
Promoção;Bolsa Puma Portable Small Rosa e Marrom | R$ 74;https://www.pelando.com.br/ofertas/bolsa-puma-portable-small-rosa-e-marrom-r-74-526591
Promoção;(PS) Red Dead versão Online para PlayStation R$27;https://www.pelando.com.br/ofertas/ps-red-dead-versao-online-para-playstation-526914
Promoção;Lâmpada Led Philips 9W Branca 6,5K - R$8;https://www.pelando.com.br/ofertas/lampada-philips-9w-branca-526855
Promoção;SmartWatch DT NO.1 DT36 | R$106;https://www.pelando.com.br/ofertas/smartwatch-dt-no1-dt36-r106-526826
Promoção;Fritadeira Sem Óleo Air Fryer Maxis AF-33 3,2L - R$280;https://www.pelando.com.br/ofertas/fritadeira-sem-oleo-air-fryer-maxis-af-33-32l-510658
Promoção;[XBOX ONE] Red Dead Online - R$ 27,99;https://www.pelando.com.br/ofertas/xbox-one-red-dead-online-r-2799-526886
Promoção;Box Senhor dos Anéis+Hobbit R$111;https://www.pelando.com.br/ofertas/box-senhor-dos-aneishobbit-526817
Promoção;Fonte XPG Core Reactor, 750W, 80 Plus Gold Modular R$669;https://www.pelando.com.br/ofertas/fonte-xpg-core-reactor-750w-80-plus-gold-modular-526837
Promoção;Garota, pare de mentir pra você mesma | R$10;https://www.pelando.com.br/ofertas/garota-pare-de-mentir-pra-voce-mesma-r10-526760
Promoção;Baseus 65w carregador de carro carga rápida tipo c para iphone 12 - R$84;https://www.pelando.com.br/ofertas/baseus-65w-carregador-de-carro-carga-rapida-qc-40-30-usb-carregador-pd-tipo-c-carregamento-rapido-para-iphone-12-526744
Promoção;Lavadora de Roupas Consul 9Kg CWB09AB - Branca | R$1.055;https://www.pelando.com.br/ofertas/lavadora-de-roupas-consul-9kg-cwb09ab-branca-r1055-526733
Promoção;Balança Inteligente BlitzWolf® BW-SC3 Smart WIFI Digital LED 5-180kg | R$145;https://www.pelando.com.br/ofertas/balanca-inteligente-blitzwolf-bw-sc3-smart-wifi-digital-led-5-180kg-r145-526824
Promoção;Clorella Eleve Complemento Detox Tratamento 40 Dias | R$116;https://www.pelando.com.br/ofertas/clorella-eleve-complemento-detox-tratamento-40-dias-r116-519789
Promoção;"[CC Shoptime] Smart TV LED 32"" Philco HD com Conversor Digital | R$ 846";https://www.pelando.com.br/ofertas/cc-shoptime-smart-tv-led-32-philco-hd-com-conversor-digital-r-846-526775
Promoção;O livro da ciência - Capa dura | R$25;https://www.pelando.com.br/ofertas/o-livro-da-ciencia-capa-dura-526736
Promoção;Vestido Godê Folha e Geométrico Laranja | R$ 25;https://www.pelando.com.br/ofertas/vestido-gode-folha-e-geometrico-laranja-r-25-514501
Promoção;[CC Shoptime] Conjunto montado de 1 interruptor Inovapro Alumbra | R$ 5;https://www.pelando.com.br/ofertas/cc-shoptime-conjunto-montado-de-1-interruptor-inovapro-alumbra-r-5-526764
Promoção;Leve 3 pague 2 - HERING OUTLET;https://www.pelando.com.br/ofertas/leve-3-pague-2-hering-outlet-526730
Promoção;Bebedouro Tipo Fonte Para Gatos Veneza | R$130;https://www.pelando.com.br/ofertas/bebedouro-tipo-fonte-para-gatos-veneza-r130-526206
Promoção;Camisa Palmeiras Classic S.E.P | R$54;https://www.pelando.com.br/ofertas/camisa-palmeiras-classic-sep-r54-526703
Promoção;Jogos Grátis no Prime Gaming (Amazon Prime) - Dezembro 2020;https://www.pelando.com.br/ofertas/jogos-gratis-no-prime-gaming-amazon-prime-dezembro-2020-526707
Promoção;Tênis Feminino Top Sin Lea Paloma, Asics.- Tam 36 | R$68;https://www.pelando.com.br/ofertas/tenis-feminino-top-sin-lea-paloma-asics-tam-36-r68-526494
Promoção;Camiseta Masculina no Photo - Preto - SPIRITO SANTO | R$40;https://www.pelando.com.br/ofertas/camiseta-masculina-no-photo-preto-spirito-santo-r40-526584
Promoção;[PRIME] Star Wars The Black Series The Child (Baby Yoda) The Mandalorian Figura de 3,04 cm da série The Mandalorian - F1203 - Hasbro;https://www.pelando.com.br/ofertas/prime-star-wars-the-black-series-the-child-baby-yoda-the-mandalorian-figura-de-304-cm-da-serie-the-mandalorian-f1203-hasbro-526632
Promoção;Forno Elétrico 46 Litros Preto/Branco - Best | R$243;https://www.pelando.com.br/ofertas/forno-eletrico-46-litros-pretobranco-best-r270-526597
Promoção;Micro-ondas Electrolux com 31 Litros de Capacidade Branco - MI41T | R$399;https://www.pelando.com.br/ofertas/39900-micro-ondas-electrolux-com-31-litros-de-capacidade-branco-mi41t-110v-e-220v-526603
Promoção;[PRIME] Chinelo Star Wars, Havaianas, Adulto Unissex (SÓ TAMANHO 33/34 e 35/36) | R$25;https://www.pelando.com.br/ofertas/prime-chinelo-star-wars-havaianas-adulto-unissex-so-tamanho-3334-e-3536-526516
Promoção;Water Cooler Pichau Gaming Aqua 120 Led Branco, PGAQ-01-120 | R$ 230;https://www.pelando.com.br/ofertas/water-cooler-pichau-gaming-aqua-120-led-branco-pgaq-01-120-526470
Promoção;Panela Elétrica de Arroz Philco PH5 Visor Glass - Preto/Inox | R$140;https://www.pelando.com.br/ofertas/panela-eletrica-de-arroz-philco-ph5-visor-glass-pretoinox-r140-526095
Promoção;Carregador de Pilhas Multilaser AA e AAA c/ 2 Pilhas AA e 2 Pilhas AAA | R$55;https://www.pelando.com.br/ofertas/carregador-de-pilhas-multilaser-aa-e-aaa-c-2-pilhas-aa-2500mah-e-2-pilhas-aaa-900-mah-bivolt-cb045-526454
Promoção;[Samsung Members] 10% em compras na Camicado;https://www.pelando.com.br/cupons-de-descontos/samsung-members-site-camicado-526230
